,COUNTYNAME,STATE,OCCUPATION_LEVEL,TOTALS,MALE,PERCENT_MALE,FEMALE,PERCENT FEMALE
248,Baca County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,630,323,51.3,307,48.7
249,Bent County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,482,224,46.5,258,53.5
250,Boulder County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,92886,50437,54.3,42449,45.7
251,Broomfield County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,19872,10225,51.5,9647,48.5
252,Chaffee County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3006,1339,44.5,1667,55.5
253,Cheyenne County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,336,171,50.9,165,49.1
254,Clear Creek County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1958,956,48.8,1002,51.2
255,Conejos County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,870,430,49.4,440,50.6
256,Costilla County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,318,147,46.2,171,53.8
257,Crowley County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,563,265,47.1,298,52.9
258,Custer County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,488,239,49,249,51
259,Delta County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3605,1668,46.3,1937,53.7
260,Denver County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,182725,90920,49.8,91805,50.2
261,Dolores County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,219,127,58,92,42
262,Douglas County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,95057,52023,54.7,43034,45.3
263,Eagle County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,11127,5679,51,5448,49
264,Elbert County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5741,2861,49.8,2880,50.2
265,El Paso County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,128175,65127,50.8,63048,49.2
266,Fremont County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4711,1832,38.9,2879,61.1
267,Garfield County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,10466,5633,53.8,4833,46.2
268,Gilpin County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1604,802,50,802,50
269,Grand County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2632,1282,48.7,1350,51.3
270,Gunnison County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3154,1529,48.5,1625,51.5
271,Hinsdale County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,172,57,33.1,115,66.9
272,Huerfano County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,867,417,48.1,450,51.9
273,Jackson County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,230,107,46.5,123,53.5
274,Jefferson County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,145504,72199,49.6,73305,50.4
275,Kiowa County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,226,132,58.4,94,41.6
276,Kit Carson County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1226,626,51.1,600,48.9
277,Lake County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1386,895,64.6,491,35.4
278,La Plata County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,12195,5739,47.1,6456,52.9
279,Larimer County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,78288,39294,50.2,38994,49.8
280,Las Animas County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1906,878,46.1,1028,53.9
281,Lincoln County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,594,240,40.4,354,59.6
282,Logan County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3298,1563,47.4,1735,52.6
283,Mesa County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,24691,11781,47.7,12910,52.3
284,Mineral County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,152,73,48,79,52
285,Moffat County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1910,722,37.8,1188,62.2
286,Montezuma County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3396,1587,46.7,1809,53.3
287,Montrose County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5403,2439,45.1,2964,54.9
288,Morgan County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3327,1499,45.1,1828,54.9
289,Otero County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2366,896,37.9,1470,62.1
290,Ouray County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1165,607,52.1,558,47.9
291,Park County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3186,1524,47.8,1662,52.2
292,Phillips County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,674,353,52.4,321,47.6
293,Pitkin County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5170,2808,54.3,2362,45.7
294,Prowers County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1748,693,39.6,1055,60.4
295,Pueblo County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,21455,8516,39.7,12939,60.3
296,Rio Blanco County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,872,463,53.1,409,46.9
297,Rio Grande County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1151,579,50.3,572,49.7
298,Routt County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5124,2588,50.5,2536,49.5
299,Saguache County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,650,280,43.1,370,56.9
300,San Juan County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,93,53,57,40,43
301,San Miguel County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2012,1021,50.7,991,49.3
302,Sedgwick County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,357,185,51.8,172,48.2
303,Summit County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5886,2819,47.9,3067,52.1
304,Teller County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4465,1923,43.1,2542,56.9
305,Washington County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,893,460,51.5,433,48.5
306,Weld County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,48460,23906,49.3,24554,50.7
307,Yuma County,CO,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1494,713,47.7,781,52.3
308,Fairfield County,CT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,216037,108208,50.1,107829,49.9
309,Hartford County,CT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,195810,92414,47.2,103396,52.8
310,Litchfield County,CT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,40303,18102,44.9,22201,55.1
311,Middlesex County,CT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,40692,19246,47.3,21446,52.7
312,New Haven County,CT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,179998,81232,45.1,98766,54.9
313,New London County,CT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,53550,26407,49.3,27143,50.7
314,Tolland County,CT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,35758,16716,46.7,19042,53.3
315,Windham County,CT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,19987,8369,41.9,11618,58.1
316,Kent County,DE,MANAGEMENT_BUSINESS_SCIENCE_ARTS,26444,10542,39.9,15902,60.1
317,New Castle County,DE,MANAGEMENT_BUSINESS_SCIENCE_ARTS,120737,55723,46.2,65014,53.8
318,Sussex County,DE,MANAGEMENT_BUSINESS_SCIENCE_ARTS,32758,14039,42.9,18719,57.1
319,District of Columbia,dc,MANAGEMENT_BUSINESS_SCIENCE_ARTS,230061,110780,48.2,119281,51.8
320,Alachua County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,58077,27581,47.5,30496,52.5
321,Baker County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3210,1422,44.3,1788,55.7
322,Bay County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,26126,11628,44.5,14498,55.5
323,Bradford County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2902,1263,43.5,1639,56.5
324,Brevard County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,96509,47768,49.5,48741,50.5
325,Broward County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,340088,160430,47.2,179658,52.8
326,Calhoun County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1138,360,31.6,778,68.4
327,Charlotte County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,18044,7802,43.2,10242,56.8
328,Citrus County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,13509,5717,42.3,7792,57.7
329,Clay County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,31708,14294,45.1,17414,54.9
330,Collier County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,47802,23967,50.1,23835,49.9
331,Columbia County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,7928,3230,40.7,4698,59.3
332,DeSoto County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2080,867,41.7,1213,58.3
333,Dixie County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1170,390,33.3,780,66.7
334,Duval County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,162531,72817,44.8,89714,55.2
335,Escambia County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,44826,21202,47.3,23624,52.7
336,Flagler County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,13508,5424,40.2,8084,59.8
337,Franklin County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1144,394,34.4,750,65.6
338,Gadsden County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5305,2329,43.9,2976,56.1
339,Gilchrist County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1601,621,38.8,980,61.2
340,Glades County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1040,460,44.2,580,55.8
341,Gulf County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1735,855,49.3,880,50.7
342,Hamilton County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1025,477,46.5,548,53.5
343,Hardee County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2195,1052,47.9,1143,52.1
344,Hendry County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3147,1457,46.3,1690,53.7
345,Hernando County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,19686,8127,41.3,11559,58.7
346,Highlands County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,9062,3899,43,5163,57
347,Hillsborough County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,257658,123059,47.8,134599,52.2
348,Holmes County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1840,782,42.5,1058,57.5
349,Indian River County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,19068,8892,46.6,10176,53.4
350,Jackson County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4828,1975,40.9,2853,59.1
351,Jefferson County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1977,748,37.8,1229,62.2
352,Lafayette County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,740,261,35.3,479,64.7
353,Lake County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,45252,19866,43.9,25386,56.1
354,Lee County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,92072,41501,45.1,50571,54.9
355,Leon County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,66179,30479,46.1,35700,53.9
356,Levy County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3758,1298,34.5,2460,65.5
357,Liberty County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,568,231,40.7,337,59.3
358,Madison County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1756,605,34.5,1151,65.5
359,Manatee County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,53498,24984,46.7,28514,53.3
360,Marion County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,35286,13803,39.1,21483,60.9
361,Martin County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,24534,11548,47.1,12986,52.9
362,Miami-Dade County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,419701,202220,48.2,217481,51.8
363,Monroe County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,12631,5936,47,6695,53
364,Nassau County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,12645,5874,46.5,6771,53.5
365,Okaloosa County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,32714,15950,48.8,16764,51.2
366,Okeechobee County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3383,1436,42.4,1947,57.6
367,Orange County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,244977,120412,49.2,124565,50.8
368,Osceola County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,40786,17620,43.2,23166,56.8
369,Palm Beach County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,244684,119930,49,124754,51
370,Pasco County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,75214,34152,45.4,41062,54.6
371,Pinellas County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,170682,78220,45.8,92462,54.2
372,Polk County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,83216,37563,45.1,45653,54.9
373,Putnam County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,6007,2344,39,3663,61
374,St. Johns County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,49086,25243,51.4,23843,48.6
375,St. Lucie County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,35254,15248,43.3,20006,56.7
376,Santa Rosa County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,27902,12923,46.3,14979,53.7
377,Sarasota County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,58397,26967,46.2,31430,53.8
378,Seminole County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,101564,50289,49.5,51275,50.5
379,Sumter County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,7635,3216,42.1,4419,57.9
380,Suwannee County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4278,2394,56,1884,44
381,Taylor County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1609,643,40,966,60
382,Union County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,991,360,36.3,631,63.7
383,Volusia County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,69803,31185,44.7,38618,55.3
384,Wakulla County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4989,2116,42.4,2873,57.6
385,Walton County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,10876,5206,47.9,5670,52.1
386,Washington County,FL,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2344,950,40.5,1394,59.5
387,Appling County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1915,742,38.7,1173,61.3
388,Atkinson County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,760,256,33.7,504,66.3
389,Bacon County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1161,372,32,789,68
390,Baker County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,336,176,52.4,160,47.6
391,Baldwin County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5374,2205,41,3169,59
392,Banks County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1993,742,37.2,1251,62.8
393,Barrow County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,10131,4549,44.9,5582,55.1
394,Bartow County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,14261,6501,45.6,7760,54.4
395,Ben Hill County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1688,448,26.5,1240,73.5
396,Berrien County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1598,632,39.5,966,60.5
397,Bibb County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,21451,8835,41.2,12616,58.8
398,Bleckley County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1266,455,35.9,811,64.1
399,Brantley County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1547,570,36.8,977,63.2
400,Brooks County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1515,563,37.2,952,62.8
401,Bryan County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,6235,2817,45.2,3418,54.8
402,Bulloch County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,10491,4717,45,5774,55
403,Burke County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2475,935,37.8,1540,62.2
404,Butts County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2539,943,37.1,1596,62.9
405,Calhoun County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,403,143,35.5,260,64.5
406,Camden County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,6983,3160,45.3,3823,54.7
407,Candler County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,959,499,52,460,48
408,Carroll County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,14846,6198,41.7,8648,58.3
409,Catoosa County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,9920,4427,44.6,5493,55.4
410,Charlton County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1231,621,50.4,610,49.6
411,Chatham County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,49202,21545,43.8,27657,56.2
412,Chattahoochee County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,747,381,51,366,49
413,Chattooga County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1885,718,38.1,1167,61.9
414,Cherokee County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,51855,26276,50.7,25579,49.3
415,Clarke County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,23915,11407,47.7,12508,52.3
416,Clay County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,185,78,42.2,107,57.8
417,Clayton County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,30607,10667,34.9,19940,65.1
418,Clinch County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,542,154,28.4,388,71.6
419,Cobb County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,179537,88533,49.3,91004,50.7
420,Coffee County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5392,1850,34.3,3542,65.7
421,Colquitt County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4070,1496,36.8,2574,63.2
422,Columbia County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,28204,13542,48,14662,52
423,Cook County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1984,792,39.9,1192,60.1
424,Coweta County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,23673,11206,47.3,12467,52.7
425,Crawford County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,988,368,37.2,620,62.8
426,Crisp County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2517,987,39.2,1530,60.8
427,Dade County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2014,822,40.8,1192,59.2
428,Dawson County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4182,1863,44.5,2319,55.5
429,Decatur County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2538,935,36.8,1603,63.2
430,DeKalb County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,167387,74397,44.4,92990,55.6
431,Dodge County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2318,866,37.4,1452,62.6
432,Dooly County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1124,421,37.5,703,62.5
433,Dougherty County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,10708,3944,36.8,6764,63.2
434,Douglas County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,23591,9175,38.9,14416,61.1
435,Early County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1041,423,40.6,618,59.4
436,Echols County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,306,144,47.1,162,52.9
437,Effingham County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,9286,3992,43,5294,57
438,Elbert County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1841,672,36.5,1169,63.5
439,Emanuel County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2168,732,33.8,1436,66.2
440,Evans County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1038,449,43.3,589,56.7
441,Fannin County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2897,1113,38.4,1784,61.6
442,Fayette County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,23591,11409,48.4,12182,51.6
443,Floyd County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,12567,5407,43,7160,57
444,Forsyth County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,57138,31459,55.1,25679,44.9
445,Franklin County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2483,1160,46.7,1323,53.3
446,Fulton County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,261338,134728,51.6,126610,48.4
447,Gilmer County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3471,1604,46.2,1867,53.8
448,Glascock County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,361,126,34.9,235,65.1
449,Glynn County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,13116,5365,40.9,7751,59.1
450,Gordon County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5858,2742,46.8,3116,53.2
451,Grady County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3305,1236,37.4,2069,62.6
452,Greene County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1690,930,55,760,45
453,Gwinnett County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,169993,81832,48.1,88161,51.9
454,Habersham County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5295,2204,41.6,3091,58.4
455,Hall County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,26932,12396,46,14536,54
456,Hancock County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,547,238,43.5,309,56.5
457,Haralson County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3299,1405,42.6,1894,57.4
458,Harris County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5856,2596,44.3,3260,55.7
459,Hart County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2825,1341,47.5,1484,52.5
460,Heard County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1175,317,27,858,73
461,Henry County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,36376,14616,40.2,21760,59.8
462,Houston County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,24367,10894,44.7,13473,55.3
463,Irwin County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,969,410,42.3,559,57.7
464,Jackson County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,9736,4509,46.3,5227,53.7
465,Jasper County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1277,485,38,792,62
466,Jeff Davis County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1130,562,49.7,568,50.3
467,Jefferson County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1372,463,33.7,909,66.3
468,Jenkins County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,983,475,48.3,508,51.7
469,Johnson County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,981,467,47.6,514,52.4
470,Jones County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4095,1623,39.6,2472,60.4
471,Lamar County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1907,718,37.7,1189,62.3
472,Lanier County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1241,480,38.7,761,61.3
473,Laurens County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5294,1945,36.7,3349,63.3
474,Lee County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5354,2153,40.2,3201,59.8
475,Liberty County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,6305,2612,41.4,3693,58.6
476,Lincoln County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,643,189,29.4,454,70.6
477,Long County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1918,773,40.3,1145,59.7
478,Lowndes County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,14832,6569,44.3,8263,55.7
479,Lumpkin County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4376,1959,44.8,2417,55.2
480,McDuffie County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2435,1017,41.8,1418,58.2
481,McIntosh County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1480,712,48.1,768,51.9
482,Macon County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,775,394,50.8,381,49.2
483,Madison County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4021,1544,38.4,2477,61.6
484,Marion County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,863,342,39.6,521,60.4
485,Meriwether County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2135,880,41.2,1255,58.8
486,Miller County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,771,306,39.7,465,60.3
487,Mitchell County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2291,818,35.7,1473,64.3
488,Monroe County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4323,1912,44.2,2411,55.8
489,Montgomery County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1093,507,46.4,586,53.6
490,Morgan County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2543,1104,43.4,1439,56.6
491,Murray County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2827,1201,42.5,1626,57.5
492,Muscogee County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,26659,11965,44.9,14694,55.1
493,Newton County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,13395,5531,41.3,7864,58.7
494,Oconee County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,9995,5170,51.7,4825,48.3
495,Oglethorpe County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2202,920,41.8,1282,58.2
496,Paulding County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,25808,11392,44.1,14416,55.9
497,Peach County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3058,1145,37.4,1913,62.6
498,Pickens County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4151,1849,44.5,2302,55.5
499,Pierce County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2027,780,38.5,1247,61.5
500,Pike County,GA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2658,1110,41.8,1548,58.2
