,COUNTYNAME,STATE,EDUCATION_LEVEL,PERCENT TOTAL
455,Centre County,PA,EDUCATION_LESS_9TH,1.9
456,Cerro Gordo County,IA,EDUCATION_LESS_9TH,2.1
457,Chaffee County,CO,EDUCATION_LESS_9TH,2.7
458,Chambers County,AL,EDUCATION_LESS_9TH,5.7
459,Chambers County,TX,EDUCATION_LESS_9TH,5.8
460,Champaign County,IL,EDUCATION_LESS_9TH,1.4
461,Champaign County,OH,EDUCATION_LESS_9TH,2.4
462,Chariton County,MO,EDUCATION_LESS_9TH,2.0
463,Charles City County,VA,EDUCATION_LESS_9TH,4.9
464,Charles County,MD,EDUCATION_LESS_9TH,2.2
465,Charles Mix County,SD,EDUCATION_LESS_9TH,4.2
466,Charleston County,SC,EDUCATION_LESS_9TH,2.4
467,Charlevoix County,MI,EDUCATION_LESS_9TH,1.1
468,Charlotte County,FL,EDUCATION_LESS_9TH,2.8
469,Charlotte County,VA,EDUCATION_LESS_9TH,6.8
470,Charlottesville city,VA,EDUCATION_LESS_9TH,3.9
471,Charlton County,GA,EDUCATION_LESS_9TH,11.6
472,Chase County,KS,EDUCATION_LESS_9TH,3.0
473,Chase County,NE,EDUCATION_LESS_9TH,6.2
474,Chatham County,GA,EDUCATION_LESS_9TH,2.8
475,Chatham County,NC,EDUCATION_LESS_9TH,5.3
476,Chattahoochee County,GA,EDUCATION_LESS_9TH,1.9
477,Chattooga County,GA,EDUCATION_LESS_9TH,10.7
478,Chautauqua County,KS,EDUCATION_LESS_9TH,4.5
479,Chautauqua County,NY,EDUCATION_LESS_9TH,3.6
480,Chaves County,NM,EDUCATION_LESS_9TH,11.3
481,Cheatham County,TN,EDUCATION_LESS_9TH,3.9
482,Cheboygan County,MI,EDUCATION_LESS_9TH,2.5
483,Chelan County,WA,EDUCATION_LESS_9TH,8.7
484,Chemung County,NY,EDUCATION_LESS_9TH,2.9
485,Chenango County,NY,EDUCATION_LESS_9TH,3.0
486,Cherokee County,AL,EDUCATION_LESS_9TH,7.5
487,Cherokee County,GA,EDUCATION_LESS_9TH,3.3
488,Cherokee County,IA,EDUCATION_LESS_9TH,1.4
489,Cherokee County,KS,EDUCATION_LESS_9TH,3.3
490,Cherokee County,NC,EDUCATION_LESS_9TH,4.5
491,Cherokee County,OK,EDUCATION_LESS_9TH,4.1
492,Cherokee County,SC,EDUCATION_LESS_9TH,6.6
493,Cherokee County,TX,EDUCATION_LESS_9TH,9.2
494,Cherry County,NE,EDUCATION_LESS_9TH,2.5
495,Chesapeake city,VA,EDUCATION_LESS_9TH,2.2
496,Cheshire County,NH,EDUCATION_LESS_9TH,2.1
497,Chester County,PA,EDUCATION_LESS_9TH,3.0
498,Chester County,SC,EDUCATION_LESS_9TH,5.5
499,Chester County,TN,EDUCATION_LESS_9TH,3.4
500,Chesterfield County,SC,EDUCATION_LESS_9TH,8.5
501,Chesterfield County,VA,EDUCATION_LESS_9TH,3.4
502,Cheyenne County,CO,EDUCATION_LESS_9TH,2.1
503,Cheyenne County,KS,EDUCATION_LESS_9TH,2.5
504,Cheyenne County,NE,EDUCATION_LESS_9TH,3.0
505,Chickasaw County,IA,EDUCATION_LESS_9TH,3.6
506,Chickasaw County,MS,EDUCATION_LESS_9TH,9.2
507,Chicot County,AR,EDUCATION_LESS_9TH,5.9
508,Childress County,TX,EDUCATION_LESS_9TH,5.6
509,Chilton County,AL,EDUCATION_LESS_9TH,5.3
510,Chippewa County,MI,EDUCATION_LESS_9TH,2.6
511,Chippewa County,MN,EDUCATION_LESS_9TH,5.6
512,Chippewa County,WI,EDUCATION_LESS_9TH,2.2
513,Chisago County,MN,EDUCATION_LESS_9TH,1.3
514,Chittenden County,VT,EDUCATION_LESS_9TH,2.1
515,Choctaw County,AL,EDUCATION_LESS_9TH,5.4
516,Choctaw County,MS,EDUCATION_LESS_9TH,8.6
517,Choctaw County,OK,EDUCATION_LESS_9TH,5.5
518,Chouteau County,MT,EDUCATION_LESS_9TH,1.4
519,Chowan County,NC,EDUCATION_LESS_9TH,4.7
520,Christian County,IL,EDUCATION_LESS_9TH,2.8
521,Christian County,KY,EDUCATION_LESS_9TH,5.4
522,Christian County,MO,EDUCATION_LESS_9TH,2.1
523,Churchill County,NV,EDUCATION_LESS_9TH,4.1
524,Ciales Municipio,PR,EDUCATION_LESS_9TH,23.0
525,Cibola County,NM,EDUCATION_LESS_9TH,4.9
526,Cidra Municipio,PR,EDUCATION_LESS_9TH,17.3
527,Cimarron County,OK,EDUCATION_LESS_9TH,7.1
528,Citrus County,FL,EDUCATION_LESS_9TH,3.2
529,Clackamas County,OR,EDUCATION_LESS_9TH,2.4
530,Claiborne County,MS,EDUCATION_LESS_9TH,8.2
531,Claiborne County,TN,EDUCATION_LESS_9TH,10.1
532,Claiborne Parish,LA,EDUCATION_LESS_9TH,6.4
533,Clallam County,WA,EDUCATION_LESS_9TH,1.9
534,Clare County,MI,EDUCATION_LESS_9TH,5.1
535,Clarendon County,SC,EDUCATION_LESS_9TH,6.1
536,Clarion County,PA,EDUCATION_LESS_9TH,3.4
537,Clark County,AR,EDUCATION_LESS_9TH,3.4
538,Clark County,ID,EDUCATION_LESS_9TH,33.3
539,Clark County,IL,EDUCATION_LESS_9TH,2.6
540,Clark County,IN,EDUCATION_LESS_9TH,2.8
541,Clark County,KS,EDUCATION_LESS_9TH,1.3
542,Clark County,KY,EDUCATION_LESS_9TH,5.9
543,Clark County,MO,EDUCATION_LESS_9TH,5.6
544,Clark County,NV,EDUCATION_LESS_9TH,6.1
545,Clark County,OH,EDUCATION_LESS_9TH,3.0
546,Clark County,SD,EDUCATION_LESS_9TH,3.6
547,Clark County,WA,EDUCATION_LESS_9TH,2.3
548,Clark County,WI,EDUCATION_LESS_9TH,11.3
549,Clarke County,AL,EDUCATION_LESS_9TH,5.4
550,Clarke County,GA,EDUCATION_LESS_9TH,5.0
551,Clarke County,IA,EDUCATION_LESS_9TH,4.8
552,Clarke County,MS,EDUCATION_LESS_9TH,4.7
553,Clarke County,VA,EDUCATION_LESS_9TH,4.8
554,Clatsop County,OR,EDUCATION_LESS_9TH,2.7
555,Clay County,AL,EDUCATION_LESS_9TH,11.1
556,Clay County,AR,EDUCATION_LESS_9TH,9.2
557,Clay County,FL,EDUCATION_LESS_9TH,2.7
558,Clay County,GA,EDUCATION_LESS_9TH,7.2
559,Clay County,IA,EDUCATION_LESS_9TH,2.5
560,Clay County,IL,EDUCATION_LESS_9TH,3.8
561,Clay County,IN,EDUCATION_LESS_9TH,1.4
562,Clay County,KS,EDUCATION_LESS_9TH,2.5
563,Clay County,KY,EDUCATION_LESS_9TH,17.6
564,Clay County,MN,EDUCATION_LESS_9TH,1.9
565,Clay County,MO,EDUCATION_LESS_9TH,2.0
566,Clay County,MS,EDUCATION_LESS_9TH,5.4
567,Clay County,NC,EDUCATION_LESS_9TH,3.5
568,Clay County,NE,EDUCATION_LESS_9TH,4.2
569,Clay County,SD,EDUCATION_LESS_9TH,1.4
570,Clay County,TN,EDUCATION_LESS_9TH,8.7
571,Clay County,TX,EDUCATION_LESS_9TH,3.8
572,Clay County,WV,EDUCATION_LESS_9TH,12.8
573,Clayton County,GA,EDUCATION_LESS_9TH,6.3
574,Clayton County,IA,EDUCATION_LESS_9TH,3.4
575,Clear Creek County,CO,EDUCATION_LESS_9TH,0.3
576,Clearfield County,PA,EDUCATION_LESS_9TH,4.0
577,Clearwater County,ID,EDUCATION_LESS_9TH,2.7
578,Clearwater County,MN,EDUCATION_LESS_9TH,4.8
579,Cleburne County,AL,EDUCATION_LESS_9TH,7.1
580,Cleburne County,AR,EDUCATION_LESS_9TH,5.6
581,Clermont County,OH,EDUCATION_LESS_9TH,2.9
582,Cleveland County,AR,EDUCATION_LESS_9TH,3.0
583,Cleveland County,NC,EDUCATION_LESS_9TH,5.0
584,Cleveland County,OK,EDUCATION_LESS_9TH,2.1
585,Clinch County,GA,EDUCATION_LESS_9TH,9.9
586,Clinton County,IA,EDUCATION_LESS_9TH,2.8
587,Clinton County,IL,EDUCATION_LESS_9TH,4.4
588,Clinton County,IN,EDUCATION_LESS_9TH,6.0
589,Clinton County,KY,EDUCATION_LESS_9TH,10.0
590,Clinton County,MI,EDUCATION_LESS_9TH,1.3
591,Clinton County,MO,EDUCATION_LESS_9TH,1.5
592,Clinton County,NY,EDUCATION_LESS_9TH,4.2
593,Clinton County,OH,EDUCATION_LESS_9TH,3.2
594,Clinton County,PA,EDUCATION_LESS_9TH,3.1
595,Cloud County,KS,EDUCATION_LESS_9TH,3.9
596,Coahoma County,MS,EDUCATION_LESS_9TH,7.9
597,Coal County,OK,EDUCATION_LESS_9TH,4.9
598,Coamo Municipio,PR,EDUCATION_LESS_9TH,15.9
599,Cobb County,GA,EDUCATION_LESS_9TH,4.0
600,Cochise County,AZ,EDUCATION_LESS_9TH,5.6
601,Cochran County,TX,EDUCATION_LESS_9TH,21.1
602,Cocke County,TN,EDUCATION_LESS_9TH,8.4
603,Coconino County,AZ,EDUCATION_LESS_9TH,4.1
604,Codington County,SD,EDUCATION_LESS_9TH,3.1
605,Coffee County,AL,EDUCATION_LESS_9TH,4.3
606,Coffee County,GA,EDUCATION_LESS_9TH,7.2
607,Coffee County,TN,EDUCATION_LESS_9TH,4.4
608,Coffey County,KS,EDUCATION_LESS_9TH,3.0
609,Coke County,TX,EDUCATION_LESS_9TH,7.0
610,Colbert County,AL,EDUCATION_LESS_9TH,4.8
611,Cole County,MO,EDUCATION_LESS_9TH,2.6
612,Coleman County,TX,EDUCATION_LESS_9TH,6.8
613,Coles County,IL,EDUCATION_LESS_9TH,3.3
614,Colfax County,NE,EDUCATION_LESS_9TH,17.8
615,Colfax County,NM,EDUCATION_LESS_9TH,3.1
616,Colleton County,SC,EDUCATION_LESS_9TH,3.6
617,Collier County,FL,EDUCATION_LESS_9TH,7.3
618,Collin County,TX,EDUCATION_LESS_9TH,3.4
619,Collingsworth County,TX,EDUCATION_LESS_9TH,11.2
620,Colonial Heights city,VA,EDUCATION_LESS_9TH,3.8
621,Colorado County,TX,EDUCATION_LESS_9TH,9.2
622,Colquitt County,GA,EDUCATION_LESS_9TH,8.8
623,Columbia County,AR,EDUCATION_LESS_9TH,4.9
624,Columbia County,FL,EDUCATION_LESS_9TH,4.4
625,Columbia County,GA,EDUCATION_LESS_9TH,2.5
626,Columbia County,NY,EDUCATION_LESS_9TH,3.4
627,Columbia County,OR,EDUCATION_LESS_9TH,2.6
628,Columbia County,PA,EDUCATION_LESS_9TH,2.4
629,Columbia County,WA,EDUCATION_LESS_9TH,3.3
630,Columbia County,WI,EDUCATION_LESS_9TH,2.0
631,Columbiana County,OH,EDUCATION_LESS_9TH,2.8
632,Columbus County,NC,EDUCATION_LESS_9TH,6.3
633,Colusa County,CA,EDUCATION_LESS_9TH,19.7
634,Comal County,TX,EDUCATION_LESS_9TH,3.4
635,Comanche County,KS,EDUCATION_LESS_9TH,2.9
636,Comanche County,OK,EDUCATION_LESS_9TH,2.8
637,Comanche County,TX,EDUCATION_LESS_9TH,10.8
638,Concho County,TX,EDUCATION_LESS_9TH,23.7
639,Concordia Parish,LA,EDUCATION_LESS_9TH,8.1
640,Conecuh County,AL,EDUCATION_LESS_9TH,7.0
641,Conejos County,CO,EDUCATION_LESS_9TH,6.8
642,Contra Costa County,CA,EDUCATION_LESS_9TH,5.8
643,Converse County,WY,EDUCATION_LESS_9TH,3.6
644,Conway County,AR,EDUCATION_LESS_9TH,5.0
645,Cook County,GA,EDUCATION_LESS_9TH,6.4
646,Cook County,IL,EDUCATION_LESS_9TH,6.7
647,Cook County,MN,EDUCATION_LESS_9TH,0.6
648,Cooke County,TX,EDUCATION_LESS_9TH,5.3
649,Cooper County,MO,EDUCATION_LESS_9TH,3.6
650,Coos County,NH,EDUCATION_LESS_9TH,3.7
651,Coos County,OR,EDUCATION_LESS_9TH,2.4
652,Coosa County,AL,EDUCATION_LESS_9TH,5.7
653,Copiah County,MS,EDUCATION_LESS_9TH,6.9
654,Corozal Municipio,PR,EDUCATION_LESS_9TH,20.7
655,Corson County,SD,EDUCATION_LESS_9TH,2.9
656,Cortland County,NY,EDUCATION_LESS_9TH,2.6
657,Coryell County,TX,EDUCATION_LESS_9TH,4.8
658,Coshocton County,OH,EDUCATION_LESS_9TH,6.4
659,Costilla County,CO,EDUCATION_LESS_9TH,12.3
660,Cottle County,TX,EDUCATION_LESS_9TH,8.1
661,Cotton County,OK,EDUCATION_LESS_9TH,1.4
662,Cottonwood County,MN,EDUCATION_LESS_9TH,4.3
663,Covington County,AL,EDUCATION_LESS_9TH,6.3
664,Covington County,MS,EDUCATION_LESS_9TH,5.2
665,Covington city,VA,EDUCATION_LESS_9TH,3.8
666,Coweta County,GA,EDUCATION_LESS_9TH,3.7
667,Cowley County,KS,EDUCATION_LESS_9TH,3.2
668,Cowlitz County,WA,EDUCATION_LESS_9TH,3.4
669,Craig County,OK,EDUCATION_LESS_9TH,4.1
670,Craig County,VA,EDUCATION_LESS_9TH,5.0
671,Craighead County,AR,EDUCATION_LESS_9TH,4.2
672,Crane County,TX,EDUCATION_LESS_9TH,12.4
673,Craven County,NC,EDUCATION_LESS_9TH,4.3
674,Crawford County,AR,EDUCATION_LESS_9TH,5.1
675,Crawford County,GA,EDUCATION_LESS_9TH,4.9
676,Crawford County,IA,EDUCATION_LESS_9TH,10.7
677,Crawford County,IL,EDUCATION_LESS_9TH,3.0
678,Crawford County,IN,EDUCATION_LESS_9TH,5.2
679,Crawford County,KS,EDUCATION_LESS_9TH,3.1
680,Crawford County,MI,EDUCATION_LESS_9TH,2.3
681,Crawford County,MO,EDUCATION_LESS_9TH,7.8
682,Crawford County,OH,EDUCATION_LESS_9TH,2.3
683,Crawford County,PA,EDUCATION_LESS_9TH,3.9
684,Crawford County,WI,EDUCATION_LESS_9TH,2.5
685,Creek County,OK,EDUCATION_LESS_9TH,3.1
686,Crenshaw County,AL,EDUCATION_LESS_9TH,8.3
687,Crisp County,GA,EDUCATION_LESS_9TH,6.6
688,Crittenden County,AR,EDUCATION_LESS_9TH,6.0
689,Crittenden County,KY,EDUCATION_LESS_9TH,7.7
690,Crockett County,TN,EDUCATION_LESS_9TH,6.8
691,Crockett County,TX,EDUCATION_LESS_9TH,3.8
692,Crook County,OR,EDUCATION_LESS_9TH,3.4
693,Crook County,WY,EDUCATION_LESS_9TH,2.8
694,Crosby County,TX,EDUCATION_LESS_9TH,10.8
695,Cross County,AR,EDUCATION_LESS_9TH,6.2
696,Crow Wing County,MN,EDUCATION_LESS_9TH,1.4
697,Crowley County,CO,EDUCATION_LESS_9TH,3.8
698,Culberson County,TX,EDUCATION_LESS_9TH,20.7
699,Culebra Municipio,PR,EDUCATION_LESS_9TH,18.4
700,Cullman County,AL,EDUCATION_LESS_9TH,5.6
701,Culpeper County,VA,EDUCATION_LESS_9TH,5.7
702,Cumberland County,IL,EDUCATION_LESS_9TH,3.5
703,Cumberland County,KY,EDUCATION_LESS_9TH,10.4
704,Cumberland County,ME,EDUCATION_LESS_9TH,1.7
705,Cumberland County,NC,EDUCATION_LESS_9TH,2.9
706,Cumberland County,NJ,EDUCATION_LESS_9TH,9.2
707,Cumberland County,PA,EDUCATION_LESS_9TH,2.4
708,Cumberland County,TN,EDUCATION_LESS_9TH,5.5
709,Cumberland County,VA,EDUCATION_LESS_9TH,6.9
710,Cuming County,NE,EDUCATION_LESS_9TH,6.1
711,Currituck County,NC,EDUCATION_LESS_9TH,2.5
712,Curry County,NM,EDUCATION_LESS_9TH,7.0
713,Curry County,OR,EDUCATION_LESS_9TH,3.3
714,Custer County,CO,EDUCATION_LESS_9TH,2.5
715,Custer County,ID,EDUCATION_LESS_9TH,4.3
716,Custer County,MT,EDUCATION_LESS_9TH,3.2
717,Custer County,NE,EDUCATION_LESS_9TH,2.5
718,Custer County,OK,EDUCATION_LESS_9TH,6.2
719,Custer County,SD,EDUCATION_LESS_9TH,2.2
720,Cuyahoga County,OH,EDUCATION_LESS_9TH,2.9
721,Dade County,GA,EDUCATION_LESS_9TH,7.4
722,Dade County,MO,EDUCATION_LESS_9TH,4.7
723,Daggett County,UT,EDUCATION_LESS_9TH,1.9
724,Dakota County,MN,EDUCATION_LESS_9TH,2.0
725,Dakota County,NE,EDUCATION_LESS_9TH,15.5
726,Dale County,AL,EDUCATION_LESS_9TH,4.5
727,Dallam County,TX,EDUCATION_LESS_9TH,15.5
728,Dallas County,AL,EDUCATION_LESS_9TH,4.2
729,Dallas County,AR,EDUCATION_LESS_9TH,4.4
730,Dallas County,IA,EDUCATION_LESS_9TH,2.4
731,Dallas County,MO,EDUCATION_LESS_9TH,7.6
732,Dallas County,TX,EDUCATION_LESS_9TH,11.3
733,Dane County,WI,EDUCATION_LESS_9TH,1.7
734,Daniels County,MT,EDUCATION_LESS_9TH,0.8
735,Danville city,VA,EDUCATION_LESS_9TH,6.5
736,Dare County,NC,EDUCATION_LESS_9TH,2.7
737,Darke County,OH,EDUCATION_LESS_9TH,2.4
738,Darlington County,SC,EDUCATION_LESS_9TH,6.1
739,Dauphin County,PA,EDUCATION_LESS_9TH,3.3
740,Davidson County,NC,EDUCATION_LESS_9TH,5.5
741,Davidson County,TN,EDUCATION_LESS_9TH,4.6
742,Davie County,NC,EDUCATION_LESS_9TH,4.2
743,Daviess County,IN,EDUCATION_LESS_9TH,14.9
744,Daviess County,KY,EDUCATION_LESS_9TH,3.2
745,Daviess County,MO,EDUCATION_LESS_9TH,7.1
746,Davis County,IA,EDUCATION_LESS_9TH,14.8
747,Davis County,UT,EDUCATION_LESS_9TH,1.2
748,Davison County,SD,EDUCATION_LESS_9TH,2.7
749,Dawes County,NE,EDUCATION_LESS_9TH,2.1
750,Dawson County,GA,EDUCATION_LESS_9TH,3.6
751,Dawson County,MT,EDUCATION_LESS_9TH,1.1
752,Dawson County,NE,EDUCATION_LESS_9TH,14.1
753,Dawson County,TX,EDUCATION_LESS_9TH,12.8
754,Day County,SD,EDUCATION_LESS_9TH,5.3
755,De Baca County,NM,EDUCATION_LESS_9TH,3.3
756,De Soto Parish,LA,EDUCATION_LESS_9TH,4.1
757,De Witt County,IL,EDUCATION_LESS_9TH,2.7
758,DeKalb County,AL,EDUCATION_LESS_9TH,12.0
759,DeKalb County,GA,EDUCATION_LESS_9TH,4.9
760,DeKalb County,IL,EDUCATION_LESS_9TH,3.0
761,DeKalb County,IN,EDUCATION_LESS_9TH,2.1
762,DeKalb County,MO,EDUCATION_LESS_9TH,2.9
763,DeKalb County,TN,EDUCATION_LESS_9TH,6.8
764,DeSoto County,FL,EDUCATION_LESS_9TH,15.0
765,DeSoto County,MS,EDUCATION_LESS_9TH,3.2
766,DeWitt County,TX,EDUCATION_LESS_9TH,8.4
767,Deaf Smith County,TX,EDUCATION_LESS_9TH,16.3
768,Dearborn County,IN,EDUCATION_LESS_9TH,2.6
769,Decatur County,GA,EDUCATION_LESS_9TH,7.2
770,Decatur County,IA,EDUCATION_LESS_9TH,3.8
771,Decatur County,IN,EDUCATION_LESS_9TH,2.7
772,Decatur County,KS,EDUCATION_LESS_9TH,2.3
773,Decatur County,TN,EDUCATION_LESS_9TH,5.9
774,Deer Lodge County,MT,EDUCATION_LESS_9TH,2.3
775,Defiance County,OH,EDUCATION_LESS_9TH,2.4
776,Del Norte County,CA,EDUCATION_LESS_9TH,4.5
777,Delaware County,IA,EDUCATION_LESS_9TH,3.4
778,Delaware County,IN,EDUCATION_LESS_9TH,2.7
779,Delaware County,NY,EDUCATION_LESS_9TH,3.1
780,Delaware County,OH,EDUCATION_LESS_9TH,0.8
781,Delaware County,OK,EDUCATION_LESS_9TH,4.0
782,Delaware County,PA,EDUCATION_LESS_9TH,2.4
783,Delta County,CO,EDUCATION_LESS_9TH,3.5
784,Delta County,MI,EDUCATION_LESS_9TH,2.1
785,Delta County,TX,EDUCATION_LESS_9TH,4.7
786,Denali Borough,AK,EDUCATION_LESS_9TH,0.4
787,Dent County,MO,EDUCATION_LESS_9TH,7.6
788,Denton County,TX,EDUCATION_LESS_9TH,3.6
789,Denver County,CO,EDUCATION_LESS_9TH,6.4
790,Des Moines County,IA,EDUCATION_LESS_9TH,2.2
791,Deschutes County,OR,EDUCATION_LESS_9TH,1.8
792,Desha County,AR,EDUCATION_LESS_9TH,7.6
793,Deuel County,NE,EDUCATION_LESS_9TH,2.7
794,Deuel County,SD,EDUCATION_LESS_9TH,3.5
795,Dewey County,OK,EDUCATION_LESS_9TH,1.7
796,Dewey County,SD,EDUCATION_LESS_9TH,2.5
797,Dickens County,TX,EDUCATION_LESS_9TH,4.6
798,Dickenson County,VA,EDUCATION_LESS_9TH,11.7
799,Dickey County,ND,EDUCATION_LESS_9TH,5.4
800,Dickinson County,IA,EDUCATION_LESS_9TH,1.1
801,Dickinson County,KS,EDUCATION_LESS_9TH,3.3
802,Dickinson County,MI,EDUCATION_LESS_9TH,1.0
803,Dickson County,TN,EDUCATION_LESS_9TH,5.5
804,Dillingham Census Area,AK,EDUCATION_LESS_9TH,6.0
805,Dillon County,SC,EDUCATION_LESS_9TH,9.2
806,Dimmit County,TX,EDUCATION_LESS_9TH,25.1
807,Dinwiddie County,VA,EDUCATION_LESS_9TH,5.1
808,Divide County,ND,EDUCATION_LESS_9TH,2.7
809,Dixie County,FL,EDUCATION_LESS_9TH,8.4
810,Dixon County,NE,EDUCATION_LESS_9TH,3.5
811,Doddridge County,WV,EDUCATION_LESS_9TH,5.3
812,Dodge County,GA,EDUCATION_LESS_9TH,5.2
813,Dodge County,MN,EDUCATION_LESS_9TH,1.6
814,Dodge County,NE,EDUCATION_LESS_9TH,5.1
815,Dodge County,WI,EDUCATION_LESS_9TH,2.6
816,Dolores County,CO,EDUCATION_LESS_9TH,1.6
817,Doniphan County,KS,EDUCATION_LESS_9TH,4.3
818,Donley County,TX,EDUCATION_LESS_9TH,4.4
819,Dooly County,GA,EDUCATION_LESS_9TH,8.9
820,Door County,WI,EDUCATION_LESS_9TH,1.1
821,Dorado Municipio,PR,EDUCATION_LESS_9TH,11.8
822,Dorchester County,MD,EDUCATION_LESS_9TH,3.5
823,Dorchester County,SC,EDUCATION_LESS_9TH,3.1
824,Dougherty County,GA,EDUCATION_LESS_9TH,5.3
825,Douglas County,CO,EDUCATION_LESS_9TH,0.7
826,Douglas County,GA,EDUCATION_LESS_9TH,4.1
827,Douglas County,IL,EDUCATION_LESS_9TH,11.1
828,Douglas County,KS,EDUCATION_LESS_9TH,1.2
829,Douglas County,MN,EDUCATION_LESS_9TH,1.5
830,Douglas County,MO,EDUCATION_LESS_9TH,4.8
831,Douglas County,NE,EDUCATION_LESS_9TH,4.7
832,Douglas County,NV,EDUCATION_LESS_9TH,2.4
833,Douglas County,OR,EDUCATION_LESS_9TH,2.6
834,Douglas County,SD,EDUCATION_LESS_9TH,7.9
835,Douglas County,WA,EDUCATION_LESS_9TH,9.6
836,Douglas County,WI,EDUCATION_LESS_9TH,1.5
837,Drew County,AR,EDUCATION_LESS_9TH,6.6
838,DuPage County,IL,EDUCATION_LESS_9TH,3.7
839,Dubois County,IN,EDUCATION_LESS_9TH,3.4
840,Dubuque County,IA,EDUCATION_LESS_9TH,2.3
841,Duchesne County,UT,EDUCATION_LESS_9TH,1.9
842,Dukes County,MA,EDUCATION_LESS_9TH,1.8
843,Dundy County,NE,EDUCATION_LESS_9TH,4.1
844,Dunklin County,MO,EDUCATION_LESS_9TH,10.4
845,Dunn County,ND,EDUCATION_LESS_9TH,4.4
846,Dunn County,WI,EDUCATION_LESS_9TH,2.4
847,Duplin County,NC,EDUCATION_LESS_9TH,12.5
848,Durham County,NC,EDUCATION_LESS_9TH,5.5
849,Dutchess County,NY,EDUCATION_LESS_9TH,3.2
850,Duval County,FL,EDUCATION_LESS_9TH,3.1
851,Duval County,TX,EDUCATION_LESS_9TH,16.1
852,Dyer County,TN,EDUCATION_LESS_9TH,7.3
853,Eagle County,CO,EDUCATION_LESS_9TH,5.2
854,Early County,GA,EDUCATION_LESS_9TH,7.0
855,East Baton Rouge Parish,LA,EDUCATION_LESS_9TH,2.9
856,East Carroll Parish,LA,EDUCATION_LESS_9TH,7.1
857,East Feliciana Parish,LA,EDUCATION_LESS_9TH,4.8
858,Eastland County,TX,EDUCATION_LESS_9TH,5.4
859,Eaton County,MI,EDUCATION_LESS_9TH,1.9
860,Eau Claire County,WI,EDUCATION_LESS_9TH,2.7
861,Echols County,GA,EDUCATION_LESS_9TH,11.6
862,Ector County,TX,EDUCATION_LESS_9TH,9.1
863,Eddy County,ND,EDUCATION_LESS_9TH,4.0
864,Eddy County,NM,EDUCATION_LESS_9TH,5.7
865,Edgar County,IL,EDUCATION_LESS_9TH,4.7
866,Edgecombe County,NC,EDUCATION_LESS_9TH,7.2
867,Edgefield County,SC,EDUCATION_LESS_9TH,6.5
868,Edmonson County,KY,EDUCATION_LESS_9TH,10.1
869,Edmunds County,SD,EDUCATION_LESS_9TH,6.0
870,Edwards County,IL,EDUCATION_LESS_9TH,2.9
871,Edwards County,KS,EDUCATION_LESS_9TH,6.0
872,Edwards County,TX,EDUCATION_LESS_9TH,18.1
873,Effingham County,GA,EDUCATION_LESS_9TH,4.0
874,Effingham County,IL,EDUCATION_LESS_9TH,3.1
875,El Dorado County,CA,EDUCATION_LESS_9TH,2.3
876,El Paso County,CO,EDUCATION_LESS_9TH,2.2
877,El Paso County,TX,EDUCATION_LESS_9TH,13.6
878,Elbert County,CO,EDUCATION_LESS_9TH,0.4
879,Elbert County,GA,EDUCATION_LESS_9TH,7.3
880,Elk County,KS,EDUCATION_LESS_9TH,5.3
881,Elk County,PA,EDUCATION_LESS_9TH,2.3
882,Elkhart County,IN,EDUCATION_LESS_9TH,8.3
883,Elko County,NV,EDUCATION_LESS_9TH,6.2
884,Elliott County,KY,EDUCATION_LESS_9TH,10.8
885,Ellis County,KS,EDUCATION_LESS_9TH,2.4
886,Ellis County,OK,EDUCATION_LESS_9TH,3.4
887,Ellis County,TX,EDUCATION_LESS_9TH,6.5
888,Ellsworth County,KS,EDUCATION_LESS_9TH,2.7
889,Elmore County,AL,EDUCATION_LESS_9TH,4.4
890,Elmore County,ID,EDUCATION_LESS_9TH,4.4
891,Emanuel County,GA,EDUCATION_LESS_9TH,7.0
892,Emery County,UT,EDUCATION_LESS_9TH,1.3
893,Emmet County,IA,EDUCATION_LESS_9TH,3.4
894,Emmet County,MI,EDUCATION_LESS_9TH,1.1
895,Emmons County,ND,EDUCATION_LESS_9TH,8.0
896,Emporia city,VA,EDUCATION_LESS_9TH,8.4
897,Erath County,TX,EDUCATION_LESS_9TH,5.9
898,Erie County,NY,EDUCATION_LESS_9TH,2.8
899,Erie County,OH,EDUCATION_LESS_9TH,2.2
900,Erie County,PA,EDUCATION_LESS_9TH,2.7
901,Escambia County,AL,EDUCATION_LESS_9TH,4.7
902,Escambia County,FL,EDUCATION_LESS_9TH,2.4
903,Esmeralda County,NV,EDUCATION_LESS_9TH,4.7
904,Essex County,MA,EDUCATION_LESS_9TH,5.7
905,Essex County,NJ,EDUCATION_LESS_9TH,7.1
906,Essex County,NY,EDUCATION_LESS_9TH,2.9
907,Essex County,VA,EDUCATION_LESS_9TH,4.5
908,Essex County,VT,EDUCATION_LESS_9TH,5.4
909,Estill County,KY,EDUCATION_LESS_9TH,12.2
910,Etowah County,AL,EDUCATION_LESS_9TH,5.1
911,Eureka County,NV,EDUCATION_LESS_9TH,2.2
912,Evangeline Parish,LA,EDUCATION_LESS_9TH,13.4
913,Evans County,GA,EDUCATION_LESS_9TH,10.4
914,Fairbanks North Star Borough,AK,EDUCATION_LESS_9TH,1.7
915,Fairfax County,VA,EDUCATION_LESS_9TH,4.4
916,Fairfax city,VA,EDUCATION_LESS_9TH,3.5
